Rk,Player,HR,Season,Age,Team,Lg,G,PA,AB,R,H,1B,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GIDP,HBP,SH,SF,IBB,Pos,Player-additional
461,Gustavo Campero,1,2024,26,LAA,AL,13,48,46,6,11,9,0,1,1,6,3,0,0,8,.239,.271,.348,.619,74,16,0,2,0,0,0,9/7H,campegu01
462,Alexander Canario,1,2024,24,CHC,NL,15,28,25,4,7,5,1,0,1,2,1,0,2,11,.280,.357,.440,.797,125,11,0,1,0,0,0,7/9HD,canaral01
463,Curt Casali,1,2024,35,SFG,NL,41,125,108,12,21,17,3,0,1,8,0,0,13,22,.194,.293,.250,.543,59,27,3,2,2,0,0,2,casalcu01
464,Jonatan Clase,1,2024,22,SEATOR,AL,26,66,61,7,15,12,2,0,1,5,3,1,3,17,.246,.303,.328,.631,84,20,1,2,0,0,0,7/8HD,clasejo01
465,Garrett Cooper,1,2024,33,BOSCHC,ALNL,36,116,107,6,22,15,5,1,1,11,0,0,7,35,.206,.267,.299,.566,60,32,3,2,0,0,0,3D/H7,coopega03
466,Brandon Crawford,1,2024,37,STL,NL,28,80,71,5,12,6,5,0,1,4,0,0,8,26,.169,.263,.282,.544,54,20,0,1,0,0,0,6/5HD1,crawfbr01
467,Bobby Dalbec,1,2024,29,BOS,AL,37,93,83,6,11,8,2,0,1,8,3,0,8,43,.133,.217,.193,.410,18,16,1,1,1,0,0,35/H9D,dalbebo01
468,Henry Davis,1,2024,24,PIT,NL,37,122,104,9,15,10,4,0,1,5,0,0,13,45,.144,.242,.212,.453,29,22,1,1,1,2,0,2/HD,davishe01
469,Zach DeLoach,1,2024,25,CHW,AL,22,75,67,10,14,8,5,0,1,5,0,1,8,21,.209,.293,.328,.622,78,22,0,0,0,0,0,9/7H8D,deloaza01
470,Dillon Dingler,1,2024,25,DET,AL,27,87,84,2,14,6,5,2,1,11,0,0,3,30,.167,.195,.310,.505,40,26,2,0,0,0,0,2,dingldi01
471,Logan Driscoll,1,2024,26,TBR,AL,15,37,35,2,6,5,0,0,1,5,0,0,1,6,.171,.189,.257,.446,27,9,0,0,0,1,0,2,drisclo01
472,Blake Dunn,1,2024,25,CIN,NL,19,29,26,8,4,2,1,0,1,1,2,0,2,11,.154,.241,.308,.549,49,8,1,1,0,0,0,7/H89D,dunnbl01
473,Oliver Dunn,1,2024,26,MIL,NL,41,104,95,11,21,16,2,2,1,7,3,0,6,40,.221,.282,.316,.597,67,30,1,2,1,0,0,5H/D34,dunnol01
474,Xavier Edwards,1,2024,24,MIA,NL,70,303,265,39,87,69,12,5,1,26,31,4,33,52,.328,.397,.423,.820,129,112,0,0,1,4,1,6/H4,edwarxa01
475,Dominic Fletcher,1,2024,26,CHW,AL,72,241,223,14,46,37,8,0,1,17,0,0,11,58,.206,.252,.256,.508,46,57,5,3,2,1,1,98/H7,fletcdo01
476,Mike Ford,1,2024,31,CIN,NL,17,62,60,2,9,7,0,1,1,4,0,0,2,15,.150,.177,.233,.411,11,14,1,0,0,0,0,D/3H,fordmi01
477,Ben Gamel,1,2024,32,HOUNYM,ALNL,38,99,81,22,20,15,4,0,1,4,1,0,18,24,.247,.384,.333,.717,108,27,0,0,0,0,1,97/HD,gamelbe01
478,Stone Garrett,1,2024,28,WSN,NL,2,6,5,2,3,1,1,0,1,3,0,0,1,0,.600,.667,1.400,2.067,465,7,0,0,0,0,0,/DH,garrest01
479,Dustin Harris,1,2024,24,TEX,AL,2,7,6,1,2,0,1,0,1,3,0,0,1,2,.333,.429,1.000,1.429,301,6,0,0,0,0,0,/D,harridu01
480,David Hensley,1,2024,28,MIA,NL,23,58,52,9,11,9,1,0,1,4,1,0,6,17,.212,.293,.288,.582,63,15,0,0,0,0,0,9/H37D15,henslda01
481,Darell Hernaiz,1,2024,22,OAK,AL,48,135,120,8,23,19,3,0,1,12,1,1,11,27,.192,.261,.242,.503,48,29,4,1,1,2,0,56/H4,hernada04
482,José Herrera,1,2024,27,ARI,NL,42,114,97,11,22,16,4,1,1,13,0,0,9,27,.227,.290,.320,.609,70,31,1,0,7,1,0,2/H5D,herrejo04
483,Aaron Hicks,1,2024,34,LAA,AL,18,63,57,6,8,7,0,0,1,5,0,0,6,23,.140,.222,.193,.415,19,11,1,0,0,0,0,/9DH781,hicksaa01
484,Travis Jankowski,1,2024,33,TEX,AL,104,207,190,19,38,32,5,0,1,12,11,1,12,44,.200,.266,.242,.508,51,46,3,5,0,0,0,9H7D8,jankotr01
485,Jahmai Jones,1,2024,26,NYY,AL,33,47,42,8,10,7,1,1,1,4,1,1,2,16,.238,.304,.381,.685,94,16,0,2,1,0,0,H/9D745,jonesja08
486,Greg Jones,1,2024,26,COL,NL,6,6,5,1,1,0,0,0,1,1,0,0,1,4,.200,.333,.800,1.133,190,4,0,0,0,0,0,/9H,jonesgr02
487,DaShawn Keirsey Jr.,1,2024,27,MIN,AL,6,14,13,1,2,1,0,0,1,1,0,0,0,1,.154,.214,.385,.599,64,5,0,1,0,0,0,/87,keirsda01
488,Buddy Kennedy,1,2024,25,DETPHI,ALNL,14,26,21,3,4,2,1,0,1,6,1,0,4,7,.190,.308,.381,.689,92,8,0,0,0,1,0,/H45D,kennebu01
489,Andrew Knizner,1,2024,29,TEX,AL,35,93,90,5,15,13,1,0,1,9,0,0,1,22,.167,.183,.211,.394,15,19,2,1,0,1,0,2/1D,kniznan01
490,Ryan Kreidler,1,2024,26,DET,AL,35,65,59,9,7,6,0,0,1,2,5,3,6,19,.119,.200,.169,.369,6,10,2,0,0,0,0,6/5H78D,kreidry01
491,Trey Lipscomb,1,2024,24,WSN,NL,61,211,190,20,38,34,3,0,1,10,11,2,16,40,.200,.268,.232,.500,44,44,7,2,1,1,0,5/3H4D,lipsctr01
492,Brandon Lockridge,1,2024,27,SDP,NL,12,12,12,4,2,1,0,0,1,1,2,0,0,4,.167,.167,.417,.583,56,5,0,0,0,0,0,/7H9D8,lockrbr01
493,Nick Loftin,1,2024,25,KCR,AL,56,171,148,15,28,23,4,0,1,14,1,0,19,24,.189,.282,.236,.519,51,35,4,1,1,2,0,45H/3D71,loftini01
494,Nicky Lopez,1,2024,29,CHW,AL,124,445,398,40,96,80,12,3,1,21,5,7,37,67,.241,.312,.294,.606,76,117,3,4,6,0,0,46/H,lopezni01
495,Jack López,1,2024,31,LAA,AL,27,71,67,4,17,13,3,0,1,6,0,1,2,25,.254,.286,.343,.629,77,23,2,1,1,0,0,4/6H9,lopezja03
496,Nathan Lukes,1,2024,29,TOR,AL,22,91,76,13,23,16,4,2,1,10,1,0,10,9,.303,.371,.447,.818,131,34,1,0,2,3,0,7/98HD,lukesna01
497,Bligh Madris,1,2024,28,DET,AL,21,75,67,8,18,14,3,0,1,5,0,0,6,20,.269,.324,.358,.683,93,24,0,0,0,1,0,3/9H,madribl01
498,Austin Martin,1,2024,25,MIN,AL,93,257,233,41,59,39,18,1,1,16,7,3,20,47,.253,.318,.352,.670,89,82,4,2,2,0,0,78H4/D,martiau01
499,Curtis Mead,1,2024,23,TBR,AL,38,132,122,10,29,25,3,0,1,7,2,0,6,30,.238,.282,.287,.569,65,35,2,2,0,1,0,45/DH3,meadcu01
500,Drew Millas,1,2024,26,WSN,NL,20,62,57,7,14,12,1,0,1,1,4,0,5,16,.246,.306,.316,.622,78,18,1,0,0,0,0,2/HD,milladr01
501,Andruw Monasterio,1,2024,27,MIL,NL,59,142,125,14,26,20,5,0,1,16,6,2,16,40,.208,.303,.272,.575,63,34,3,1,0,0,0,54H/3D7,monasan01
502,Tom Murphy,1,2024,33,SFG,NL,13,38,34,3,4,2,1,0,1,2,0,0,4,14,.118,.211,.235,.446,28,8,0,0,0,0,0,2/DH,murphto04
503,Ryan Noda,1,2024,28,OAK,AL,36,111,95,8,13,8,4,0,1,4,0,0,14,37,.137,.255,.211,.465,38,20,0,1,1,0,0,3/H9D,nodary01
504,Cristian Pache,1,2024,25,BALMIAPHI,ALNL,88,183,165,13,33,23,8,1,1,16,1,0,17,64,.200,.273,.279,.552,54,46,2,0,0,1,0,8H7/9D,pachecr01
505,Kyren Paris,1,2024,22,LAA,AL,21,59,51,4,6,3,2,0,1,5,1,0,7,17,.118,.224,.216,.440,26,11,1,0,0,0,0,4/H6D,parisky01
506,Oswald Peraza,1,2024,24,NYY,AL,4,11,10,2,2,1,0,0,1,1,0,0,1,3,.200,.273,.500,.773,114,5,0,0,0,0,0,/5,perazos02
507,Jakson Reetz,1,2024,28,SFG,NL,6,15,14,1,2,0,1,0,1,1,0,0,1,5,.143,.200,.429,.629,74,6,1,0,0,0,0,/2H,reetzja01
508,Thomas Saggese,1,2024,22,STL,NL,18,52,49,5,10,7,2,0,1,4,0,0,2,14,.204,.250,.306,.556,56,15,0,1,0,0,0,4/65,saggeth01
509,Austin Shenton,1,2024,26,TBR,AL,19,50,42,3,9,3,5,0,1,3,0,0,8,14,.214,.340,.405,.745,114,17,1,0,0,0,0,3/HD,shentau01
510,Braden Shewmake,1,2024,26,CHW,AL,29,67,64,4,8,5,2,0,1,4,5,1,1,10,.125,.134,.203,.337,-5,13,0,0,0,2,0,6/54HD,shewmbr01
511,Garrett Stubbs,1,2024,31,PHI,NL,54,187,164,18,34,28,4,1,1,11,5,0,17,50,.207,.296,.262,.558,57,43,0,4,0,1,0,2/1H,stubbga01
512,Brett Sullivan,1,2024,30,SDP,NL,7,17,16,1,3,2,0,0,1,2,0,0,1,4,.188,.235,.375,.610,67,6,0,0,0,0,0,/23H,sullibr01
513,Ildemaro Vargas,1,2024,32,WSN,NL,95,303,272,21,67,50,16,0,1,30,9,4,19,31,.246,.295,.316,.611,74,86,9,2,5,5,0,547H/613D,vargail01
514,Ryan Vilade,1,2024,25,DET,AL,17,49,45,5,8,7,0,0,1,5,0,0,2,12,.178,.208,.244,.453,28,11,2,0,1,1,0,7/98H3,viladry01
515,David Villar,1,2024,27,SFG,NL,11,37,35,3,9,4,4,0,1,4,0,0,1,13,.257,.270,.457,.727,104,16,0,0,0,1,0,3/DH,villada01
516,Daniel Vogelbach,1,2024,31,TOR,AL,31,79,70,5,13,7,5,0,1,8,0,0,9,17,.186,.278,.300,.578,65,21,4,0,0,0,0,DH,vogelda01
517,Taylor Walls,1,2024,27,TBR,AL,84,252,218,27,40,31,5,3,1,14,16,4,31,67,.183,.282,.248,.529,55,54,3,0,0,3,0,6/HD,wallsta01
518,Jared Walsh,1,2024,30,TEX,AL,17,60,53,9,12,9,2,0,1,7,0,0,7,21,.226,.317,.321,.637,88,17,2,0,0,0,0,3/H,walshja01
519,Donovan Walton,1,2024,30,SFG,NL,9,25,22,3,3,2,0,0,1,2,0,0,2,7,.136,.240,.273,.513,47,6,2,1,0,0,0,/41H,waltodo01
520,Davis Wendzel,1,2024,27,TEX,AL,27,49,47,2,6,3,2,0,1,2,0,0,1,12,.128,.163,.234,.397,15,11,1,1,0,0,0,5/HD43,wendzda01
521,Eli White,1,2024,30,ATL,NL,35,42,39,9,11,8,1,1,1,4,3,1,1,12,.282,.333,.436,.769,113,17,1,2,0,0,0,9H/78D4,whiteel04
522,Seby Zavala,1,2024,30,SEA,AL,18,43,39,4,6,3,2,0,1,2,0,0,3,16,.154,.214,.282,.496,45,11,2,0,1,0,0,2,zavalse01
523,Kevin Alcántara,0,2024,21,CHC,NL,3,10,10,1,1,1,0,0,0,0,0,0,0,1,.100,.100,.100,.200,-43,1,0,0,0,0,0,/9,alcanke01
524,CJ Alexander,0,2024,27,KCR,AL,4,8,8,0,1,1,0,0,0,0,0,0,0,3,.125,.125,.125,.250,-28,1,0,0,0,0,0,/5DH,alexacj01
525,Nacho Alvarez Jr.,0,2024,21,ATL,NL,8,32,30,1,3,3,0,0,0,0,0,0,0,10,.100,.156,.100,.256,-26,3,1,2,0,0,0,/45,alvarna01
526,Eddy Alvarez,0,2024,34,NYM,NL,12,11,9,2,0,0,0,0,0,0,0,0,1,2,.000,.182,.000,.182,-41,0,0,1,0,0,0,4/H16,alvared01
527,Armando Alvarez,0,2024,29,OAK,AL,16,39,37,7,9,8,1,0,0,2,1,0,2,8,.243,.282,.270,.552,63,10,1,0,0,0,0,/53H74,alvarar01
528,Adael Amador,0,2024,21,COL,NL,10,36,35,1,6,5,1,0,0,0,1,0,1,6,.171,.194,.200,.394,6,7,1,0,0,0,0,4,amadoad01
529,Jacob Amaya,0,2024,25,CHWHOU,AL,24,72,68,4,12,11,1,0,0,3,1,0,4,28,.176,.222,.191,.413,20,13,3,0,0,0,0,6/4,amayaja01
530,Tim Anderson,0,2024,31,MIA,NL,65,241,234,16,50,47,3,0,0,9,4,4,7,68,.214,.237,.226,.463,30,53,6,0,0,0,0,6/H,anderti01
531,Brian Anderson,0,2024,31,ATL,NL,3,5,5,0,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,1,0,0,0,0,/95,anderbr06
532,Chase Anderson,0,2024,36,BOSTEX,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,anderch01
533,Pedro Avila,0,2024,27,CLESDP,ALNL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,avilape01
534,José Azócar,0,2024,28,SDP,NL,61,79,73,13,16,14,2,0,0,2,5,1,5,19,.219,.269,.247,.516,46,18,1,0,1,0,0,7H8/9D,azocajo01
535,Jihwan Bae,0,2024,24,PIT,NL,29,81,74,11,14,12,2,0,0,6,6,2,6,24,.189,.247,.216,.463,32,16,0,0,0,1,0,89/HD4,baeji01
536,Darren Baker,0,2024,25,WSN,NL,9,14,14,1,7,5,2,0,0,0,0,0,0,3,.500,.500,.643,1.143,222,9,0,0,0,0,0,/H4D7,bakerda02
537,David Bañuelos,0,2024,27,BAL,AL,1,1,1,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,/H,banueda01
538,Tucker Barnhart,0,2024,33,ARI,NL,31,96,81,13,14,11,3,0,0,6,1,0,13,31,.173,.287,.210,.497,42,17,0,0,2,0,0,2/1H,barnhtu01
539,Jorge Barrosa,0,2024,23,ARI,NL,8,18,17,3,3,1,2,0,0,1,1,0,0,2,.176,.176,.294,.471,28,5,0,0,1,0,0,/8H7,barrojo01
540,Matthew Batten,0,2024,29,SDP,NL,1,3,3,0,1,0,0,1,0,0,0,0,0,0,.333,.333,1.000,1.333,253,3,0,0,0,0,0,/3,battema01
541,Mike Baumann,0,2024,28,BALLAAMIASEASFG,ALNL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,baumami01
542,Jalen Beeks,0,2024,30,COLPIT,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,beeksja02
543,Brennan Bernardino,0,2024,32,BOS,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,bernabr01
544,Steward Berroa,0,2024,25,TOR,AL,28,45,37,7,7,6,1,0,0,1,6,2,8,14,.189,.333,.216,.550,61,8,0,0,0,0,0,9H/78D,berrost01
545,Tyler Black,0,2024,23,MIL,NL,18,57,49,4,10,8,2,0,0,2,3,0,7,17,.204,.316,.245,.561,60,12,0,1,0,0,0,D/3H,blackty01
546,Travis Blankenhorn,0,2024,27,WSN,NL,13,32,31,2,4,3,1,0,0,5,0,0,1,9,.129,.156,.161,.318,-9,5,0,0,0,0,0,D/9H,blanktr01
547,David Bote,0,2024,31,CHC,NL,37,48,46,4,14,10,4,0,0,6,0,0,2,13,.304,.333,.391,.725,105,18,1,0,0,0,0,5H/431,boteda01
548,Rob Brantly,0,2024,34,TBR,AL,3,9,9,0,1,1,0,0,0,0,0,0,0,2,.111,.111,.111,.222,-36,1,0,0,0,0,0,/2,brantro01
549,John Brebbia,0,2024,34,ATLCHW,ALNL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,brebbjo01
550,Jhony Brito,0,2024,26,SDP,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,britojh01
551,Trenton Brooks,0,2024,28,SFG,NL,12,29,25,3,3,3,0,0,0,1,1,0,4,6,.120,.241,.120,.361,9,3,1,0,0,0,0,/3HD,brooktr01
552,Kris Bubic,0,2024,26,KCR,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,bubickr01
553,Génesis Cabrera,0,2024,27,TOR,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,cabrege01
554,Jair Camargo,0,2024,24,MIN,AL,5,7,6,1,0,0,0,0,0,0,0,0,1,3,.000,.143,.000,.143,-54,0,0,0,0,0,0,/2DH,camarja01
555,Isaiah Campbell,0,2024,26,BOS,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1,campbis01
556,Conner Capel,0,2024,27,CIN,NL,5,8,8,1,2,2,0,0,0,0,1,0,0,2,.250,.250,.250,.500,38,2,0,0,0,0,0,/DH7,capelco01
557,Vinny Capra,0,2024,27,MIL,NL,3,9,9,1,1,0,1,0,0,0,0,0,0,3,.111,.111,.222,.333,-10,2,1,0,0,0,0,/56,capravi01
558,Diego Castillo,0,2024,26,MIN,AL,4,8,6,3,2,1,1,0,0,2,0,0,2,1,.333,.500,.500,1.000,184,3,0,0,0,0,0,/5DH,castidi02
559,Luis Castillo,0,2024,31,SEA,AL,1,1,1,0,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1,castilu02
560,Oscar Colás,0,2024,25,CHW,AL,13,38,33,1,9,9,0,0,0,4,0,1,4,10,.273,.368,.273,.641,88,9,0,1,0,0,0,/98H,colasos01
561,Isaac Collins,0,2024,26,MIL,NL,11,19,17,0,2,2,0,0,0,0,1,0,2,10,.118,.211,.118,.328,-5,2,0,0,0,0,0,/H74D,colliis01
562,Danny Coulombe,0,2024,34,BAL,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,couloda01
563,Jeff Criswell,0,2024,25,COL,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,criswje01
564,Fernando Cruz,0,2024,34,CIN,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,cruzfe01
565,Jason Delay,0,2024,29,PIT,NL,7,19,15,1,3,0,3,0,0,6,0,0,3,0,.200,.333,.400,.733,105,6,0,0,1,0,0,/2DH,delayja01
566,Luis De Los Santos,0,2024,26,TOR,AL,13,31,29,2,5,3,2,0,0,1,0,0,2,10,.172,.226,.241,.467,33,7,2,0,0,0,0,5/H37,deloslu03
567,José Devers,0,2024,24,MIA,NL,3,4,4,1,1,1,0,0,0,0,0,0,0,1,.250,.250,.250,.500,40,1,0,0,0,0,0,/34H,deverjo01
568,Edwin Díaz,0,2024,30,NYM,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,diazed04
569,Aledmys Díaz,0,2024,33,HOUOAK,AL,14,34,33,2,3,3,0,0,0,1,0,0,1,9,.091,.118,.091,.209,-38,3,0,0,0,0,0,/634H57,diazal02
570,Alexis Díaz,0,2024,27,CIN,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,diazal03
571,Jake Diekman,0,2024,37,NYM,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,diekmja01
572,Seranthony Domínguez,0,2024,29,BALPHI,ALNL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,dominse01
573,Matt Duffy,0,2024,33,TEX,AL,4,10,7,2,2,2,0,0,0,0,0,0,2,1,.286,.500,.286,.786,139,2,0,1,0,0,0,/5H,duffyma01
574,Duke Ellis,0,2024,26,CHWNYY,AL,11,5,5,1,1,1,0,0,0,0,5,0,0,2,.200,.200,.200,.400,15,1,0,0,0,0,0,/H789D,ellisdu01
575,Mason Englert,0,2024,24,DET,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,englema01
576,Sandro Fabian,0,2024,26,TEX,AL,3,5,5,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,/79,fabiasa01
577,Buck Farmer,0,2024,33,CIN,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,farmebu01
578,Hunter Feduccia,0,2024,27,LAD,NL,5,14,12,2,4,4,0,0,0,1,0,0,2,2,.333,.429,.333,.762,121,4,1,0,0,0,0,/2H,feduchu01
579,José Fermín,0,2024,25,STL,NL,45,79,71,7,11,9,1,1,0,4,2,1,7,11,.155,.241,.197,.438,26,14,3,1,0,0,0,HD54/7,fermijo01
580,Ryan Fernandez,0,2024,26,STL,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,fernary01
581,Kyle Finnegan,0,2024,32,WSN,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,finneky01
582,David Fletcher,0,2024,30,ATL,NL,5,9,8,0,2,2,0,0,0,2,0,0,0,1,.250,.222,.250,.472,32,2,0,0,0,1,0,/4,fletcda02
583,Jason Foley,0,2024,28,DET,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,foleyja01
584,Justin Foscue,0,2024,25,TEX,AL,15,44,42,3,2,1,1,0,0,1,0,0,2,18,.048,.091,.071,.162,-51,3,0,0,0,0,0,D/4H3,foscuju01
585,Kyle Freeland,0,2024,31,COL,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1/H,freelky01
586,Luis Frías,0,2024,26,ARITOR,ALNL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,friaslu01
587,Hunter Gaddis,0,2024,26,CLE,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,gaddihu01
588,Aramis Garcia,0,2024,31,PHI,NL,3,7,7,0,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-100,0,1,0,0,0,0,/2,garciar01
589,Mickey Gasper,0,2024,28,BOS,AL,13,23,18,1,0,0,0,0,0,0,0,0,4,8,.000,.217,.000,.217,-30,0,1,1,0,0,0,/4HD3,gaspemi01
590,Tyler Gentry,0,2024,25,KCR,AL,3,5,5,0,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,/9H,gentrty01
591,Kevin Ginkel,0,2024,30,ARI,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,ginkeke01
592,Niko Goodrum,0,2024,32,LAATBR,AL,13,33,29,2,3,3,0,0,0,0,1,1,3,10,.103,.188,.103,.291,-13,3,0,0,1,0,0,/7H3546,goodrni01
593,Yuli Gurriel,0,2024,40,KCR,AL,18,65,54,7,13,10,3,0,0,6,1,0,9,15,.241,.338,.296,.635,84,16,1,0,0,2,0,3/DH,gourryu01
594,Tristan Gray,0,2024,28,MIAOAK,ALNL,15,31,28,0,3,2,1,0,0,0,0,0,3,16,.107,.194,.143,.336,-1,4,0,0,0,0,0,/35H,graytr01
595,Chad Green,0,2024,33,TOR,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,greench03
596,Vaughn Grissom,0,2024,23,BOS,AL,31,114,105,10,20,17,3,0,0,6,2,0,7,24,.190,.246,.219,.465,33,23,3,1,0,1,0,4/DH,grissva01
597,Luis Guillorme,0,2024,29,ARIATLLAA,ALNL,77,187,161,14,33,23,9,1,0,10,4,2,23,36,.205,.301,.273,.574,64,44,7,0,1,2,0,45H/61D,guilllu01
598,Josh Hader,0,2024,30,HOU,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,haderjo01
599,Sam Haggerty,0,2024,30,SEA,AL,8,16,15,1,1,1,0,0,0,1,1,0,1,4,.067,.125,.067,.192,-41,1,0,0,0,0,0,/7H9D,haggesa01
600,Seth Halvorsen,0,2024,24,COL,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,halvose01
601,Garrett Hampson,0,2024,29,KCR,AL,113,231,213,16,49,35,13,1,0,16,7,2,14,59,.230,.275,.300,.576,65,64,3,0,2,2,0,8H74/36951,hampsga01
602,Hunter Harvey,0,2024,29,KCRWSN,ALNL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,harvehu01
603,Jonathan Heasley,0,2024,27,BAL,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1,heasljo01
604,Tyler Heineman,0,2024,33,BOSTOR,AL,7,16,12,2,1,1,0,0,0,0,0,0,3,6,.083,.313,.083,.396,21,1,0,1,0,0,0,/21D,heinety01
605,Michael Helman,0,2024,28,MIN,AL,9,10,10,2,3,1,2,0,0,0,0,0,0,3,.300,.300,.500,.800,120,5,0,0,0,0,0,/8H759,helmami01
606,Ryan Helsley,0,2024,29,STL,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,helslry01
607,Kevin Herget,0,2024,33,MIL,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1,hergeke01
608,Jonathan Hernández,0,2024,27,SEATEX,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,hernajo02
609,Brewer Hicklen,0,2024,28,MIL,NL,3,5,5,0,0,0,0,0,0,0,1,0,0,4,.000,.000,.000,.000,-100,0,0,0,0,0,0,/9H,hicklbr01
610,Keston Hiura,0,2024,27,LAA,AL,10,27,27,1,4,4,0,0,0,1,0,1,0,10,.148,.148,.148,.296,-16,4,0,0,0,0,0,/4DH,hiurake01
611,Porter Hodge,0,2024,23,CHC,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,hodgepo01
612,Spencer Howard,0,2024,27,CLESFG,ALNL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1,howarsp01
613,Joe Hudson,0,2024,33,NYM,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/2,hudsojo03
614,Sam Huff,0,2024,26,TEX,AL,3,4,3,0,0,0,0,0,0,0,0,0,1,2,.000,.250,.000,.250,-17,0,0,0,0,0,0,/2H,huffsa01
615,Cooper Hummel,0,2024,29,HOU,AL,6,8,8,0,0,0,0,0,0,0,1,0,0,2,.000,.000,.000,.000,-100,0,1,0,0,0,0,/H7D,hummeco01
616,Jacob Hurtubise,0,2024,26,CIN,NL,29,68,54,7,10,8,1,1,0,4,2,0,6,18,.185,.297,.241,.538,50,13,0,3,4,1,0,7/HD9,hurtuja01
617,Kenley Jansen,0,2024,36,BOS,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,janseke01
618,Bryce Jarvis,0,2024,26,ARI,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,jarvibr01
619,Bryce Johnson,0,2024,28,SDP,NL,47,73,63,9,13,11,2,0,0,4,1,1,7,12,.206,.286,.238,.524,50,15,1,0,3,0,0,9H/78D,johnsbr03
